96766-1;117164;GISAID sequence accession-Nummer;P Doku nummer;63
19255-9;102942;Sauerstoff Körpertemperatur arteriellem Blut;G5 Sauerstoff;87
19255-9;104804;Sauerstoff Körpertemperatur arteriellem Blut;MS C2 Sauerstoff;77
19255-9;104808;Sauerstoff Körpertemperatur arteriellem Blut;C2 Sauerstoff;87
19255-9;106641;Sauerstoff Körpertemperatur arteriellem Blut;T1 Sauerstoff;87
19255-9;107811;Sauerstoff Körpertemperatur arteriellem Blut;Sauerstoff;100
19255-9;107980;Sauerstoff Körpertemperatur arteriellem Blut;P C3 Sauerstoff;80
19255-9;108012;Sauerstoff Körpertemperatur arteriellem Blut;P MS C3 Sauerstoff;71
19255-9;110866;Sauerstoff Körpertemperatur arteriellem Blut;Heimbeatmung Sauerstoff;61
19255-9;110925;Sauerstoff Körpertemperatur arteriellem Blut;P Temperatur Arteriell;65
40148-9;108510;Glucose Serum Plasma -- Stimulation;Atmung Stimulation;76
27961-2;108510;Lactat Blut Stunden Stimulation;Atmung Stimulation;76
12739-9;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
12739-9;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
12739-9;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
39801-6;102107;Triglycerid Pleuraflüssigkeit;PatFluessigkeitRate;60
33829-3;108510;Lutropin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
57028-3;102140;Eisen Leber;Abdomen Leber;67
41728-7;103305;Biapenem;Apnoe;62
5845-3;102128;Herpes-simplex-Virus Typ Antigen Haut Immunfluoreszenztest;Kopf Haut;62
5845-3;102142;Herpes-simplex-Virus Typ Antigen Haut Immunfluoreszenztest;Haut;100
3298-7;104833;Paracetamol Serum Plasma;Apherese Plasma;62
3298-7;104834;Paracetamol Serum Plasma;Apherese Plasma;62
3298-7;104846;Paracetamol Serum Plasma;Apherese Plasma;62
40194-3;108510;Glucose Serum Plasma Minuten Stimulation;Atmung Stimulation;76
34978-7;102107;Peritonealflüssigkeit;PatFluessigkeitRate;62
33514-1;100032;Schweiß;Sprache;62
33514-1;102195;Schweiß;LCWI;60
33514-1;102196;Schweiß;RCWI;60
33514-1;110920;Schweiß;RCWI;60
33514-1;110922;Schweiß;LCWI;60
22362-8;108675;HTLV +2 Antikörper Serum;P Antikoerper Mutter;62
25595-0;102089;Econazol;ECMOATZ;67
32138-0;103062;Cystin/ Calculus (Stein);MS Calciumfluss;61
32138-0;104968;Cystin/ Calculus (Stein);CRRT MS Calciumfluss;63
3591-5;104833;Ephedrin Serum Plasma;Apherese Plasma;72
3591-5;104834;Ephedrin Serum Plasma;Apherese Plasma;72
3591-5;104846;Ephedrin Serum Plasma;Apherese Plasma;72
3591-5;104852;Ephedrin Serum Plasma;Apherese Plasmaloesung;60
27852-3;108157;Insulin Serum Plasma Stunden Stimulation;Insulin ja;82
27852-3;108158;Insulin Serum Plasma Stunden Stimulation;Insulin nein;74
27852-3;108510;Insulin Serum Plasma Stunden Stimulation;Atmung Stimulation;76
10838-1;104833;Phosphoserin Serum Plasma;Apherese Plasma;65
10838-1;104834;Phosphoserin Serum Plasma;Apherese Plasma;65
10838-1;104846;Phosphoserin Serum Plasma;Apherese Plasma;65
56575-4;108510;17-Hydroxyprogesteron Serum Plasma Minuten Stimulation;Atmung Stimulation;76
27-3;107861;Ampicillin minimaler letaler Konzentration (MLK);O2 Konzentration;90
27-3;107864;Ampicillin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
27-3;107867;Ampicillin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
18891-2;102659;Cefprozil;UFProfil;71
18891-2;102692;Cefprozil;UFProfil;71
18891-2;103159;Cefprozil;UFProfil;71
18891-2;103185;Cefprozil;UFProfil;71
18891-2;103221;Cefprozil;UFProfil;71
18891-2;103239;Cefprozil;UFProfil;71
18891-2;104886;Cefprozil;UFProfil;71
18891-2;104902;Cefprozil;UFProfil;71
18891-2;104926;Cefprozil;UFProfil;71
18891-2;110791;Cefprozil;P UFProfil;63
18891-2;110810;Cefprozil;P UFProfil;63
27056-1;108158;Citrullin Urin;Insulin nein;62
14732-2;104833;Folat Serum Plasma;Apherese Plasma;61
14732-2;104834;Folat Serum Plasma;Apherese Plasma;61
14732-2;104846;Folat Serum Plasma;Apherese Plasma;61
46093-1;102721;Calcium.ionisiert Dialysat;Calcium;100
46093-1;102743;Calcium.ionisiert Dialysat;Calcium;100
46093-1;102755;Calcium.ionisiert Dialysat;Dialysat;100
46093-1;103043;Calcium.ionisiert Dialysat;Dialysat;100
46093-1;103045;Calcium.ionisiert Dialysat;BM25 Dialysat;76
46093-1;103054;Calcium.ionisiert Dialysat;Calcium;100
46093-1;103058;Calcium.ionisiert Dialysat;CalciumFiltrat;60
46093-1;103123;Calcium.ionisiert Dialysat;Dialysat;100
46093-1;103124;Calcium.ionisiert Dialysat;BM25 Dialysat;76
46093-1;104974;Calcium.ionisiert Dialysat;CRRT CalciumFiltrat;62
46093-1;104978;Calcium.ionisiert Dialysat;CRRT Dialysat;76
46093-1;104995;Calcium.ionisiert Dialysat;CRRT CalciumFiltrat;62
46093-1;104999;Calcium.ionisiert Dialysat;CRRT Dialysat;76
46093-1;107934;Calcium.ionisiert Dialysat;P ADS MS ADS Calcium postFilter;60
25876-4;102729;Citrat -Stunden-Urin;Citrat;100
25876-4;103053;Citrat -Stunden-Urin;Citrat;100
27860-6;108157;Insulin Serum Plasma StundenGlucose;Insulin ja;82
27860-6;108158;Insulin Serum Plasma StundenGlucose;Insulin nein;74
35706-1;104833;Albumin/Protein. Serum Plasma;Apherese Plasma;60
35706-1;104834;Albumin/Protein. Serum Plasma;Apherese Plasma;60
35706-1;104846;Albumin/Protein. Serum Plasma;Apherese Plasma;60
25621-4;108510;Cortisol Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
3413-2;104833;Buprenorphin Serum Plasma;Apherese Plasma;60
3413-2;104834;Buprenorphin Serum Plasma;Apherese Plasma;60
3413-2;104846;Buprenorphin Serum Plasma;Apherese Plasma;60
31-5;107861;Ampicillin+Sulbactam minimaler letaler Konzentration (MLK);O2 Konzentration;90
31-5;107864;Ampicillin+Sulbactam minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
31-5;107867;Ampicillin+Sulbactam minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
13577-2;104833;Paroxetin Serum Plasma;Apherese Plasma;65
13577-2;104834;Paroxetin Serum Plasma;Apherese Plasma;65
13577-2;104846;Paroxetin Serum Plasma;Apherese Plasma;65
15-8;107861;Amoxicillin minimaler letaler Konzentration (MLK);O2 Konzentration;90
15-8;107864;Amoxicillin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
15-8;107867;Amoxicillin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
3370-4;104833;Barbital Serum Plasma;Apherese Plasma;61
3370-4;104834;Barbital Serum Plasma;Apherese Plasma;61
3370-4;104846;Barbital Serum Plasma;Apherese Plasma;61
50836-6;102721;Calcium Haar;Calcium;100
50836-6;102743;Calcium Haar;Calcium;100
50836-6;103054;Calcium Haar;Calcium;100
50836-6;103058;Calcium Haar;CalciumFiltrat;62
50836-6;107934;Calcium Haar;P ADS MS ADS Calcium postFilter;74
50836-6;107935;Calcium Haar;P ADS MS ADS Calcium preFilter;74
29383-7;102107;Warfarin Magenflüssigkeit;PatFluessigkeitRate;60
12560-9;108510;Cortisol Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
27034-8;144;Medikamente identifiziert Haar Screening;Medikamente gestellt;71
33787-3;108510;Calcitonin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
25660-2;108510;Gastrin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
51619-5;104913;Creatinin Serum Plasma -- Dialyse;Dialyse Zeit;74
51619-5;110802;Creatinin Serum Plasma -- Dialyse;P Dialyse Zeit;67
51619-5;110818;Creatinin Serum Plasma -- Dialyse;P Dialyse Zeit;67
16384-0;108510;Androstendion Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
27826-7;108157;Insulin Serum Plasma Stunden Stimulation;Insulin ja;82
27826-7;108158;Insulin Serum Plasma Stunden Stimulation;Insulin nein;74
27826-7;108510;Insulin Serum Plasma Stunden Stimulation;Atmung Stimulation;76
17034-0;104833;Ketoprofen Serum Plasma;Apherese Plasma;63
17034-0;104834;Ketoprofen Serum Plasma;Apherese Plasma;63
17034-0;104846;Ketoprofen Serum Plasma;Apherese Plasma;63
26035-6;102585;Serotonin Plasma;Plasmarate;62
26035-6;104247;Serotonin Plasma;MS Servoi CPAP;60
25113-2;103750;Malat/Creatinin Urin;Reanimation;65
51733-4;100808;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;Sauerstoff;100
51733-4;101481;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;Sauerstoff;100
51733-4;102942;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;G5 Sauerstoff;87
51733-4;104804;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;MS C2 Sauerstoff;77
51733-4;104808;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;C2 Sauerstoff;87
51733-4;106641;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;T1 Sauerstoff;87
51733-4;107811;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;Sauerstoff;100
51733-4;107980;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;P C3 Sauerstoff;80
51733-4;108012;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;P MS C3 Sauerstoff;71
51733-4;110866;Sauerstoffsättigung berechnet aus Sauerstoff-Partialdruck arteriellem Blut;Heimbeatmung Sauerstoff;61
27887-9;108510;Follitropin Serum Plasma Minuten Stimulation;Atmung Stimulation;76
5921-2;102755;Lactatdehydrogenase Dialysat;Dialysat;100
5921-2;103043;Lactatdehydrogenase Dialysat;Dialysat;100
5921-2;103045;Lactatdehydrogenase Dialysat;BM25 Dialysat;76
5921-2;103123;Lactatdehydrogenase Dialysat;Dialysat;100
5921-2;103124;Lactatdehydrogenase Dialysat;BM25 Dialysat;76
5921-2;104978;Lactatdehydrogenase Dialysat;CRRT Dialysat;76
5921-2;104999;Lactatdehydrogenase Dialysat;CRRT Dialysat;76
12793-6;108510;Oxalat Urin . Probenmaterial Stimulation;Atmung Stimulation;76
29304-3;60;Medikation;Medikamentenmischung;60
29304-3;100008;Medikation;Vormedikation;87
29304-3;100779;Medikation;Inhalation;60
29304-3;101391;Medikation;Dokumentation;61
29304-3;101405;Medikation;Dokumentation;61
29304-3;101417;Medikation;Dokumentation;61
29304-3;102152;Medikation;Makrozirkulation;62
29304-3;102153;Medikation;Mikrozirkulation;62
29304-3;102155;Medikation;Ventilation;67
29304-3;102419;Medikation;Bedarfsmedikation;74
29304-3;103336;Medikation;eDesinfektion;70
29304-3;103598;Medikation;Infektion;63
29304-3;103750;Medikation;Reanimation;67
29304-3;104403;Medikation;Praemedikation;83
29304-3;105241;Medikation;F MedDoku Vormedikation;61
29304-3;106597;Medikation;Vormedikation;87
23629-9;108100;Para-Aminosalicylat;Para;100
9838-4;102139;Leber-Nieren-Mikrosomen Antikörper Serum Immunfluoreszenztest;Abdomen Nieren;60
1404-3;108157;Cortisol Serum Plasma Stunde Dosis Insulin intravenös;Insulin ja;82
1404-3;108158;Cortisol Serum Plasma Stunde Dosis Insulin intravenös;Insulin nein;74
11050-2;104833;Kappa-Leichtketten Serum Plasma;Apherese Plasma;61
11050-2;104834;Kappa-Leichtketten Serum Plasma;Apherese Plasma;61
11050-2;104846;Kappa-Leichtketten Serum Plasma;Apherese Plasma;61
40192-7;108510;Glucose Serum Plasma Tag Stimulation;Atmung Stimulation;76
42326-9;144;Medikamente identifiziert Muttermilch Screening;Medikamente gestellt;71
51610-4;102721;Calcium -Stunden-Urin;Calcium;100
51610-4;102743;Calcium -Stunden-Urin;Calcium;100
51610-4;103054;Calcium -Stunden-Urin;Calcium;100
51610-4;105006;Calcium -Stunden-Urin;CRRT CalciumLoesung;62
2825-8;101389;Kalium Speichel;KaliumZiel;72
2825-8;102481;Kalium Speichel;KaliumZiel;72
2825-8;102482;Kalium Speichel;KaliumZiel;72
6651-4;107861;Meropenem minimaler letaler Konzentration (MLK);O2 Konzentration;90
6651-4;107864;Meropenem minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
6651-4;107867;Meropenem minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
30933-6;106365;Nickel Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30933-6;106366;Nickel Urin gesammelt Zeitraum;G5 SBT Zeitraum;70
30933-6;110899;Nickel Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
30933-6;110900;Nickel Urin gesammelt Zeitraum;P C3 SBT Zeitraum;64
12819-9;108510;Progesteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
47989-9;108510;Progesteron Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
519-9;107861;Troleandomycin minimaler letaler Konzentration (MLK);O2 Konzentration;90
519-9;107864;Troleandomycin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
519-9;107867;Troleandomycin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
19728-5;108675;Rübe IgE-Antikörper Serum;P Antikoerper Mutter;60
47842-0;102651;Sammelzeitraum Dialysat;DialyseZeit;65
47842-0;102666;Sammelzeitraum Dialysat;Mess DialyseZeit;62
47842-0;102675;Sammelzeitraum Dialysat;DialyseZeit;65
47842-0;102695;Sammelzeitraum Dialysat;Dialysekonzentrat;60
47842-0;102755;Sammelzeitraum Dialysat;Dialysat;100
47842-0;102897;Sammelzeitraum Dialysat;Dialysatfiltrate;62
47842-0;102921;Sammelzeitraum Dialysat;Dialysekonzentrat;60
47842-0;103043;Sammelzeitraum Dialysat;Dialysat;100
47842-0;103045;Sammelzeitraum Dialysat;BM25 Dialysat;76
47842-0;103123;Sammelzeitraum Dialysat;Dialysat;100
47842-0;103124;Sammelzeitraum Dialysat;BM25 Dialysat;76
47842-0;103146;Sammelzeitraum Dialysat;DialyseZeit;65
47842-0;103205;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;103218;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;103224;Sammelzeitraum Dialysat;Dialysekonzentrat;60
47842-0;103250;Sammelzeitraum Dialysat;Dialysekonzentrat;60
47842-0;103254;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;104894;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;104913;Sammelzeitraum Dialysat;Dialyse Zeit;63
47842-0;104934;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;104947;Sammelzeitraum Dialysat;Dialysezeit;65
47842-0;104978;Sammelzeitraum Dialysat;CRRT Dialysat;76
47842-0;104999;Sammelzeitraum Dialysat;CRRT Dialysat;76
17255-1;102114;Quecksilber Dialysat;Mess Dialysatfluß;61
17255-1;102755;Quecksilber Dialysat;Dialysat;100
17255-1;102897;Quecksilber Dialysat;Dialysatfiltrate;61
17255-1;103043;Quecksilber Dialysat;Dialysat;100
17255-1;103045;Quecksilber Dialysat;BM25 Dialysat;76
17255-1;103123;Quecksilber Dialysat;Dialysat;100
17255-1;103124;Quecksilber Dialysat;BM25 Dialysat;76
17255-1;104978;Quecksilber Dialysat;CRRT Dialysat;76
17255-1;104999;Quecksilber Dialysat;CRRT Dialysat;76
53030-3;102139;Leber-Nieren-Mikrosomen Antikörper Serum Immunfluoreszenztest;Abdomen Nieren;60
83-6;107861;Cefaclor minimaler letaler Konzentration (MLK);O2 Konzentration;90
83-6;107864;Cefaclor minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
83-6;107867;Cefaclor minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
32232-1;102107;Aspartat Körperflüssigkeit;PatFluessigkeitRate;60
2950-4;102107;Natrium Körperflüssigkeit;PatFluessigkeitRate;62
2950-4;102596;Natrium Körperflüssigkeit;Natrium;100
2950-4;102638;Natrium Körperflüssigkeit;Mess Natrium;74
2950-4;102676;Natrium Körperflüssigkeit;Natrium;100
2950-4;103167;Natrium Körperflüssigkeit;MS Natrium;82
2950-4;103226;Natrium Körperflüssigkeit;Natrium;100
2950-4;103242;Natrium Körperflüssigkeit;Natrium;100
34602-3;104833;E-Antikörper Serum Plasma;Apherese Plasma;72
34602-3;104834;E-Antikörper Serum Plasma;Apherese Plasma;72
34602-3;104846;E-Antikörper Serum Plasma;Apherese Plasma;72
34602-3;104852;E-Antikörper Serum Plasma;Apherese Plasmaloesung;61
90767-5;106526;Übersicht Schwangerschaft - Dokument;Anamnese Schwangerschaft;77
90767-5;106527;Übersicht Schwangerschaft - Dokument;Anamnese Schwangerschaft Nein;68
90767-5;106528;Übersicht Schwangerschaft - Dokument;Anamnese Schwangerschaft Ja;71
90767-5;106665;Übersicht Schwangerschaft - Dokument;Schwangerschaftstest durchgefuehrt;66
90767-5;108128;Übersicht Schwangerschaft - Dokument;P Schwangerschaft String;77
90767-5;108129;Übersicht Schwangerschaft - Dokument;Schwangerschaft;100
90767-5;108130;Übersicht Schwangerschaft - Dokument;Schwangerschaft ICSI;86
90767-5;108131;Übersicht Schwangerschaft - Dokument;Schwangerschaft IVF;88
90767-5;108132;Übersicht Schwangerschaft - Dokument;Schwangerschaft an;91
90767-5;108161;Übersicht Schwangerschaft - Dokument;Medikamente Schwangerschaft Text;71
90767-5;108162;Übersicht Schwangerschaft - Dokument;Probleme Schwangerschaft Text;68
19229-4;102597;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;102639;Bicarbonat gemischt-venösem Blut;Mess Bicarbonat;80
19229-4;102677;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;103160;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;103191;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;103227;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;103243;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;104881;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;104897;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;104922;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;104937;Bicarbonat gemischt-venösem Blut;Bicarbonat;100
19229-4;110786;Bicarbonat gemischt-venösem Blut;P Bicarbonat;91
19229-4;110806;Bicarbonat gemischt-venösem Blut;P Bicarbonat;91
21418-9;108675;Neutrophiler Antikörper Serum;P Antikoerper Mutter;62
75-2;107861;Cefazolin minimaler letaler Konzentration (MLK);O2 Konzentration;90
75-2;107864;Cefazolin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
75-2;107867;Cefazolin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
184-2;107861;Ciprofloxacin minimaler letaler Konzentration (MLK);O2 Konzentration;90
184-2;107864;Ciprofloxacin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
184-2;107867;Ciprofloxacin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
127-1;107861;Cefsulodin minimaler letaler Konzentration (MLK);O2 Konzentration;90
127-1;107864;Cefsulodin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
127-1;107867;Cefsulodin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
33810-3;108157;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin ja;82
33810-3;108158;Insulin Serum Plasma . Probenmaterial Stimulation;Insulin nein;74
33810-3;108510;Insulin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
1960-4;102597;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;102639;Bicarbonat arteriellem Blut;Mess Bicarbonat;80
1960-4;102677;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;103160;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;103191;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;103227;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;103243;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;104881;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;104897;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;104922;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;104937;Bicarbonat arteriellem Blut;Bicarbonat;100
1960-4;110786;Bicarbonat arteriellem Blut;P Bicarbonat;91
1960-4;110806;Bicarbonat arteriellem Blut;P Bicarbonat;91
1960-4;110925;Bicarbonat arteriellem Blut;P Temperatur Arteriell;61
12651-6;108510;Glucose Serum Plasma Minuten Stimulation;Atmung Stimulation;76
322-8;107861;Methicillin minimaler letaler Konzentration (MLK);O2 Konzentration;90
322-8;107864;Methicillin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
322-8;107867;Methicillin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
47128-4;102107;Salicylate Magenflüssigkeit;PatFluessigkeitRate;62
47128-4;102113;Salicylate Magenflüssigkeit;Mess PatFluessigkeitRate;60
362-4;107861;Nitrofurantoin minimaler letaler Konzentration (MLK);O2 Konzentration;90
362-4;107864;Nitrofurantoin minimaler letaler Konzentration (MLK);Doku Atom O2 Konzentration;67
362-4;107867;Nitrofurantoin minimaler letaler Konzentration (MLK);Atom O2 Konzentration;76
2230-1;104833;Adrenalin Plasma;Apherese Plasma;65
2230-1;104834;Adrenalin Plasma;Apherese Plasma;65
2230-1;104846;Adrenalin Plasma;Apherese Plasma;65
32538-1;108510;17-Hydroxyprogesteron Serum Plasma Stunden Stimulation;Atmung Stimulation;76
12823-1;108510;Prolaktin Serum Plasma . Probenmaterial Stimulation;Atmung Stimulation;76
33645-3;104833;A2 Antikörper Serum Plasma;Apherese Plasma;65
33645-3;104834;A2 Antikörper Serum Plasma;Apherese Plasma;65
33645-3;104846;A2 Antikörper Serum Plasma;Apherese Plasma;65
2765-6;104833;Phenylalanin Serum Plasma;Apherese Plasma;60
2765-6;104834;Phenylalanin Serum Plasma;Apherese Plasma;60
2765-6;104846;Phenylalanin Serum Plasma;Apherese Plasma;60
58893-9;108510;Vasopressin Plasma ,5 Stunden Stimulation;Atmung Stimulation;76
50562-8;6;Spezifisches Gewicht Urin automatisierter Refraktometrie;Gewicht;100
50562-8;104258;Spezifisches Gewicht Urin automatisierter Refraktometrie;Servoi Gewicht;67
