9271-8	10M Apgar Score
49449-2	T gondii DNA # SerPl NAA+probe
49448-4	T gondii DNA # Spec NAA+probe
29904-0	T gondii DNA Spec Ql NAA+probe
87984-1	T gondii DNA Tiss Ql NAA+probe
49443-5	T gondii DNA # Ur NAA+probe
41123-1	T gondii HS Ab Ser-aCnc
35287-2	T gondii HS Ab Ser Aggl-aCnc
33265-0	T gondii IgA CSF-aCnc
22579-7	T gondii IgA+IgE Ser-aCnc
14922-9	T gondii IgA+IgE Ser IA-aCnc
22578-9	T gondii IgA Ser-aCnc
10723-5	T gondii IgA Ser IA-aCnc
33459-9	T gondii IgA Ser Ql
74830-1	T gondii IgA Ser Ql IA
60428-0	T gondii IgA Titr Ser
17716-2	T gondii IgE Ser-aCnc
10724-3	T gondii IgE Ser IA-aCnc
27354-0	T gondii IgE Ser Ql
74847-5	T gondii IgE Ser Ql IA
25300-5	T gondii IgG 1:2 Ser-Rto
56990-5	T gondii IgG Avidity Ser IA-Rto
56991-3	T gondii IgG Avidity SerPl Ql IA
9741-0	T gondii IgG CSF-aCnc
30038-4	T gondii IgG CSF IA-aCnc
31685-1	T gondii IgG CSF Ql
30568-0	T gondii IgG CSF Ql IA
54087-2	T gondii IgG DBS Ql
33320-3	T gondii IgG Fld-aCnc
83123-0	T gondii IgG+IgM SerPl Ql IA
17717-0	T gondii IgG+IgM Ser Ql
8039-0	T gondii IgG Ser-aCnc
93860-5	T gondii IgG Ser Donr IA-aCnc
93859-7	T gondii IgG Ser Donr Ql IA
47390-0	T gondii IgG Ser Dye Test-aCnc
5388-4	T gondii IgG SerPl IA-aCnc
22580-5	T gondii IgG Ser Ql
21570-7	T gondii IgG Ser Ql Dye Test
40677-7	T gondii IgG Ser Ql IA
35281-5	T gondii IgG Ser Ql IF
24242-0	T gondii IgG sp1 Ser-aCnc
13286-0	T gondii IgG sp2 Ser-aCnc
40786-6	T gondii IgG sp2 Titr Ser
86738-2	T gondii IgG Spec Ql IA
22581-3	T gondii IgG Titr CSF
21569-9	T gondii IgG Titr CSF IF
22582-1	T gondii IgG Titr Ser
12261-4	T gondii IgG Titr Ser IA
5389-2	T gondii IgG Titr Ser IF
18348-3	T gondii IgM CSF-aCnc
31178-7	T gondii IgM CSF IA-aCnc
31181-1	T gondii IgM CSF Ql
30569-8	T gondii IgM CSF Ql IA
54088-0	T gondii IgM DBS Ql
33321-1	T gondii IgM Fld-aCnc
40697-5	T gondii IgM Index Ser+CSF-aCnc
8040-8	T gondii IgM Ser-aCnc
5390-0	T gondii IgM Ser IA-aCnc
40678-5	T gondii IgM SerPl Ql IA
35282-3	T gondii IgM SerPl Ql IF
25542-2	T gondii IgM Ser Ql
33336-9	T gondii IgM Ser Ql Aggl
40785-8	T gondii IgM sp1 Titr Ser
22583-9	T gondii IgM Titr CSF
21571-5	T gondii IgM Titr CSF IF
22584-7	T gondii IgM Titr Ser
12262-2	T gondii IgM Titr Ser IA
5391-8	T gondii IgM Titr SerPl IF
87982-5	T gondii Mar Ql Cult
88161-5	T gondii Ocflu Ql Cult
89632-4	T gondii Placenta Ql Cult
42343-4	T gondii Spec Other Stn
30158-0	T gondii Stl Ql
10727-6	T gondii Tiss
14838-7	T gondii Tiss Ql Cult
10726-8	T gondii Tiss Ql Gie Stn
5746-3	Thallium 24h Ur-mRate
50918-2	Thallium 24h Ur-sCnc
5743-0	Thallium Bld-mCnc
15408-8	Thallium Hair-mCnt
50917-4	Thallium Hair-sCnt
5744-8	Thallium SerPl-mCnc
25537-2	Thallium SerPl-sCnc
5745-5	Thallium Ur-mCnc
58047-2	THC Bld Ql Cfm
8165-3	THC Gast Ql Scn
8167-9	THC Mec Ql
3528-7	THC SerPl-mCnc
51791-2	THC SerPl Ql Cfm
12351-3	THC Stl Ql
3530-3	THC Ur-mCnc
3426-4	THC Ur Ql
19416-7	THC Ur Ql Cfm
19415-9	THC Ur Ql Scn
13582-2	Theophylline Fld-mCnc
4049-3	Theophylline SerPl-mCnc
14915-3	Theophylline SerPl-sCnc
35596-6	Theophylline SerPl Scn-mCnc
54184-7	Thiacetazone Islt KB
54204-3	Thiacetazone Islt MIC
41724-6	Thiamphenicol Islt Grad strip
41723-8	Thiamphenicol Islt KB
41725-3	Thiamphenicol Islt MIC
54169-8	Thiamphenicol Susc Islt
3002-3	Thiocyanate SerPl-mCnc
3004-9	Thiocyanate Ur-mCnc
4050-1	Thiopental SerPl-mCnc
32117-4	Thiopental SerPl-sCnc
12370-3	Thiopental Ur-mCnc
4052-7	Thioridazine SerPl-mCnc
13583-0	Thioridazine SerPl Ql
14917-9	Thioridazine SerPl-sCnc
19706-1	Thioridazine Ur Ql Scn
47132-6	Thioridazine Ur-sCnc
25988-7	Threonine 24h Ur-sCnc
25540-6	Threonine 24h Ur-sRate
27179-1	Threonine Amn-sCnc
30057-4	Threonine/Creat Ur-Rto
22688-6	Threonine/Creat Ur-sRto
22643-1	Threonine CSF-sCnc
3008-0	Threonine SerPl-mCnc
20658-1	Threonine SerPl-sCnc
22740-5	Threonine Spec-sCnc
27322-7	Threonine Ur-sCnc
3243-3	Thrombin time
4686-2	Thromboglob Plas-mCnc
43237-7	Thrombopoietin PPP IA-mCnc
7737-0	Thyme IgE Qn
16053-1	Thyme IgE RAST Ql
41851-7	Thyme IgG Qn
44934-8	Thymidine kinase Ser-cCnc
8098-6	Thyroglob Ab SerPl-aCnc
56536-6	Thyroglob Ab SerPl IA-aCnc
5380-1	Thyroglob Ab Ser RIA-aCnc
5381-9	Thyroglob Ab Titr Ser LA
56635-6	Thyroglob IgG Ser-aCnc
38505-4	Thyroglob Recovery MFr SerPl
3013-0	Thyroglob SerPl-mCnc
14918-7	Thyroglob SerPl-sCnc
8099-4	Thyroperoxidase Ab SerPl-aCnc
56477-3	Thyroperoxidase Ab SerPl IA-aCnc
5382-7	Thyroperoxidase Ab SerPl RIA-aCnc
32786-6	Thyroperoxidase Ab Titr SerPl
5383-5	Thyroperoxidase Ab Titr SerPl LA
35846-5	Tiamulin Islt KB
35847-3	Tiamulin Islt MIC
14800-7	TIBC SerPl-sCnc
7054-0	Ticarcillin+Clav Islt Grad strip
505-8	Ticarcillin+Clav Islt KB
504-1	Ticarcillin+Clav Islt MIC
503-3	Ticarcillin+Clav Islt MLC
18995-1	Ticarcillin+Clav Susc Islt
506-6	Ticarcillin+Clav Titr SBT
7053-2	Ticarcillin Islt Grad strip
501-7	Ticarcillin Islt KB
500-9	Ticarcillin Islt MIC
499-4	Ticarcillin Islt MLC
55719-9	Ticarcillin+Sulbactam Islt Grad strip
55718-1	Ticarcillin+Sulbactam Islt KB
55716-5	Ticarcillin+Sulbactam Islt MIC
55717-3	Ticarcillin+Sulbactam Susc Islt
18994-4	Ticarcillin Susc Islt
502-5	Ticarcillin Titr SBT
45340-7	Tick Identified Spec org #3
42354-1	Tigecycline Islt Grad strip
42356-6	Tigecycline Islt KB
42355-8	Tigecycline Islt MIC
55158-0	Tigecycline Islt SlowMyco
42357-4	Tigecycline Susc Islt
35849-9	Tilmicosin Islt KB
35850-7	Tilmicosin Islt MIC
6265-3	Timothy IgE Qn
16054-9	Timothy IgE RAST Ql
26430-9	Timothy IgG4 Qn
26431-7	Timothy IgG4 RAST Ql
51535-3	Timothy IgG Ql
10953-8	Timothy IgG Qn
30997-1	Timothy native (nPhl p) 4 IgE Qn
51557-7	Timothy native (nPhl p) 4 IgE RAST Ql
31000-3	Timothy (rPhl p) 11 IgE Qn
51560-1	Timothy (rPhl p) 11 IgE RAST Ql
34428-3	Timothy (rPhl p) 12 IgE Qn
51561-9	Timothy (rPhl p) 12 IgE RAST Ql
34429-1	Timothy (rPhl p) 1+5b IgE Qn
51562-7	Timothy (rPhl p) 1+5b IgE RAST Ql
30994-8	Timothy (rPhl p) 1 IgE Qn
51555-1	Timothy (rPhl p) 1 IgE RAST Ql
30995-5	Timothy (rPhl p) 2 IgE Qn
51556-9	Timothy (rPhl p) 2 IgE RAST Ql
30996-3	Timothy (rPhl p) 5 IgE Qn
51564-3	Timothy (rPhl p) 5 IgE RAST Ql
30998-9	Timothy (rPhl p) 6 IgE Qn
51558-5	Timothy (rPhl p) 6 IgE RAST Ql
34430-9	Timothy (rPhl p) 7+12 IgE Qn
51563-5	Timothy (rPhl p) 7+12 IgE RAST Ql
30999-7	Timothy (rPhl p) 7 IgE Qn
51559-3	Timothy (rPhl p) 7 IgE RAST Ql
29979-2	Tin 24h Ur-mCnc
17710-5	Tin/Creat Ur
55722-3	Tinidazole Islt Grad strip
55721-5	Tinidazole Islt KB
55720-7	Tinidazole Islt MIC
54928-7	Tinidazole Susc Islt
5748-9	Tin SerPl-mCnc
12708-4	Tin Ur-mCnc
14179-6	Tiss Polypept Ag SerPl-mCnc
26813-6	Titratable Acidity Gast-sCnc
73629-8	Tizoxanide Islt KB
73607-4	Tizoxanide Islt MIC
7746-1	TMA IgE Qn
16063-0	TMA IgE RAST Ql
17744-4	TMA IgG Qn
17745-1	TMA IgM Qn
26037-2	T ment goetzii IgE Qn
26038-0	T ment goetzii IgE RAST Ql
25801-2	T ment interdigi IgE Qn
25802-0	T ment interdigi IgE RAST Ql
7057-3	TMP SMX Islt Grad strip
517-3	TMP SMX Islt KB
516-5	TMP SMX Islt MIC
515-7	TMP SMX Islt MLC
20387-7	TMP SMX Islt SlowMyco
18998-5	TMP SMX Susc Islt
518-1	TMP SMX Titr SBT
6859-3	Tobacco IgE Qn
16056-4	Tobacco IgE RAST Ql
72166-2	Tobac smoke stat
25227-0	Tobramycin 10 ug/mL Islt SlowMyco
4445-3	Tobramycin Dose
7055-7	Tobramycin Islt Grad strip
509-0	Tobramycin Islt KB
508-2	Tobramycin Islt MIC
507-4	Tobramycin Islt MLC
25800-4	Tobramycin Islt SlowMyco
4057-6	Tobramycin Peak SerPl-mCnc
22751-2	Tobramycin Peak SerPl-sCnc
35670-9	Tobramycin SerPl-mCnc
50927-3	Tobramycin SerPl-sCnc
18996-9	Tobramycin Susc Islt
510-8	Tobramycin Titr SBT
4059-2	Tobramycin Trough SerPl-mCnc
22752-0	Tobramycin Trough SerPl-sCnc
47791-9	Tocopherols SerPl-mCnc
29747-3	Tocopherols SerPl-sCnc
9637-0	Toluene Bld-mCnc
5750-5	Toluene SerPl-mCnc
9638-8	Toluene Ur-mCnc
40841-9	Tomato IgE/IgE total %
6266-1	Tomato IgE Qn
16057-2	Tomato IgE RAST Ql
35547-9	Tomato IgG-mCnc
6736-3	Tomato IgG Qn
21568-1	Tomato IgG RAST Ql
17713-9	Topiramate SerPl-mCnc
25541-4	Topiramate SerPl-sCnc
76146-0	Tosufloxacin Islt MIC
100061-1	Tosufloxacin Susc Islt
78018-9	TOSV IgG CSF Ql IA
77951-2	TOSV IgG Ser Ql IA
96516-0	TOSV IgG Spec Ql IA
78019-7	TOSV IgM CSF Ql IA
77950-4	TOSV IgM Ser Ql IA
96528-5	TOSV IgM Spec Ql IA
88598-8	TOSV RNA CSF Ql NAA+probe
86591-5	TOSV RNA Ser Ql NAA+probe
97934-4	TOSV RNA Spec Ql NAA+probe
19075-1	Total Cells Counted CSF
38260-6	Total Cells Counted Snv
19076-9	Total Cells Counted Spec
13834-7	Total IgE Qn RAST
803-7	Toxic Granules Bld Ql Smear
40830-2	Toxocara Ab Ser-aCnc
26660-1	Toxocara Ab Ser Ql
5971-7	tPA Ag PPP IA-mCnc
22585-4	T pallidum Ab Bld-aCnc
13288-6	T pallidum Ab Bld IF-aCnc
51474-5	T pallidum Ab CSF-aCnc
49800-6	T pallidum Ab CSF HA-aCnc
98216-5	T pallidum Ab CSF IA-aCnc
22586-2	T pallidum Ab CSF Ql
50689-9	T pallidum Ab CSF Ql HA
98215-7	T pallidum Ab CSF Ql IA
9826-9	T pallidum Ab CSF Ql IF
47511-1	T pallidum Ab Fld-aCnc
39015-3	T pallidum Ab Fld HA-aCnc
11597-2	T pallidum Ab Ser-aCnc
46206-9	T pallidum Ab Ser Donr Ql
43238-5	T pallidum Ab Ser Donr Ql IF
63464-2	T pallidum Ab Ser IA-aCnc
17724-6	T pallidum Ab Ser IF-aCnc
5392-6	T pallidum Ab Ser Immob-aCnc
17725-3	T pallidum Ab Ser LA-aCnc
22587-0	T pallidum Ab Ser Ql
24312-1	T pallidum Ab Ser Ql Aggl
8041-6	T pallidum Ab Ser Ql HA
24110-9	T pallidum Ab Ser Ql IA
57032-5	T pallidum Ab Ser Ql IB
5393-4	T pallidum Ab Ser Ql IF
17723-8	T pallidum Ab Ser Ql Immob
41122-3	T pallidum Ab Spec-aCnc
51475-2	T pallidum Ab Titr CSF
50695-6	T pallidum Ab Titr CSF HA
22590-4	T pallidum Ab Titr Ser
26009-1	T pallidum Ab Titr Ser HA
34382-2	T pallidum Ab Titr Ser IF
5394-2	T pallidum Ab Titr Ser LA
71793-4	T pallidum Ab Titr SerPl Aggl
53605-2	T pallidum DNA Bld Ql NAA+probe
49799-0	T pallidum DNA CSF Ql NAA+probe
91846-6	T pallidum DNA Genital Ql NAA+probe
41163-7	T pallidum DNA Spec Ql NAA+probe
98222-3	T pallidum IgG bands CSF IB
98221-5	T pallidum IgG bands Ser IB
47512-9	T pallidum IgG CSF-aCnc
47051-8	T pallidum IgG CSF IF-aCnc
58031-6	T pallidum IgG CSF Ql
98220-7	T pallidum IgG CSF Ql IB
58751-9	T pallidum IgG CSF Ql IF
34147-9	T pallidum IgG+IgM Ser Ql
47236-5	T pallidum IgG+IgM Ser Ql IA
22592-0	T pallidum IgG Ser-aCnc
47513-7	T pallidum IgG Ser Donr Ql
47361-1	T pallidum IgG Ser Donr Ql IA
51838-1	T pallidum IgG Ser IA-aCnc
17727-9	T pallidum IgG Ser IF-aCnc
6561-5	T pallidum IgG Ser Ql
47238-1	T pallidum IgG Ser Ql IA
40679-3	T pallidum IgG Ser Ql IB
17726-1	T pallidum IgG Ser Ql IF
98217-3	T pallidum IgG Titr CSF IF
98224-9	T pallidum IgM bands CSF IB
98223-1	T pallidum IgM bands Ser IB
47514-5	T pallidum IgM CSF-aCnc
47063-3	T pallidum IgM CSF IF-aCnc
69946-2	T pallidum IgM CSF Ql IB
22594-6	T pallidum IgM Ser-aCnc
51839-9	T pallidum IgM Ser IA-aCnc
17728-7	T pallidum IgM Ser IF-aCnc
6562-3	T pallidum IgM Ser Ql
47237-3	T pallidum IgM Ser Ql IA
40680-1	T pallidum IgM Ser Ql IB
17729-5	T pallidum IgM Ser Ql IF
98218-1	T pallidum IgM Titr CSF IF
76766-5	T pallidum polA Genital Ql NAA+probe
29310-0	T pallidum Spec Ql IF
5986-5	tPA PPP Chro-aCnc
11063-5	TPI RBC-cCnc
3058-5	TPI Ser-cCnc
19185-8	TPS Ag Plr-aCnc
19184-1	TPS Ag SerPl-aCnc
11203-7	T pullulans IgE Qn
51567-6	T pullulans IgE RAST Ql
6256-2	T putrescentiae IgE Qn
16037-4	T putrescentiae IgE RAST Ql
7743-8	Tragacanth IgE Qn
16058-0	Tragacanth IgE RAST Ql
30089-7	Trans Cells #/area UrnS HPF
46136-8	Trans Cells #/area UrnS LPF
53275-4	Trans Cells # Ur Comp Assist
8249-5	Trans Cells UrnS Ql Micro
95354-7	Trans Convl Plasma Vol
3033-8	Transcortin Ser-mCnc
3034-6	Transferrin SerPl-mCnc
22674-6	Transferrin SerPl-sCnc
3035-3	Transferrin Ur-mCnc
11020-5	TRAP Stn Bld/Mar
32824-5	TRAP Stn Spec
82752-7	Travel start date
15260-3	Tree Allerg Mix10 IgE Ql
15262-9	Tree Allerg Mix1 IgE Ql
23797-4	Tree Allerg Mix2 IgE Ql
15264-5	Tree Allerg Mix3 IgE Ql
51527-0	Tree Allerg Mix4 IgE Ql
15266-0	Tree Allerg Mix5 IgE Ql
15267-8	Tree Allerg Mix6 IgE Ql
15268-6	Tree Allerg Mix7 IgE Ql
15270-2	Tree Allerg Mix8 IgE Ql
50653-5	Tree Allerg Mix8 IgE Qn
15269-4	Tree Allerg Mix 9 IgE Ql
14926-0	Triazolam SerPl-sCnc
48966-6	Triazolam Spec-mCnc
27286-4	Triazolam Stl-mCnt
16232-1	Triazolam Ur Cfm-mCnc
4070-9	Triazolam Ur-mCnc
14192-9	Triazolam Ur Ql
19714-5	Triazolam Ur Ql Scn
26661-9	Trichinella Ab Ser Ql
33587-7	Trichinella IgA Ser-aCnc
32768-4	Trichinella IgG Ser-aCnc
32723-9	Trichinella IgG Ser IA-aCnc
56992-1	Trichinella IgG Ser Ql IF
31687-7	Trichinella IgM Ser-aCnc
27426-6	Trichinella IgM Ser IA-aCnc
33905-1	Trichomonas #/area UrnS HPF
10728-4	Trichomonas Genital Cult
53355-4	Trichomonas # Ur Comp Assist
50237-7	Trichomonas Ur Ql Comp Assist
32724-7	Trichomonas Ur Ql Micro
33324-5	Trichophyton IgG RAST Ql
33620-6	Tri-CP 24h Stl-mRate
29228-4	Tricyclics Fld-mCnc
10552-8	Tricyclics SerPl-mCnc
4073-3	Tricyclics SerPl Ql
15111-8	Tricyclics SerPl-sCnc
34176-8	Tricyclics Spec Ql
19313-6	Tricyclics Tested Ur Scn
19314-4	Tricyclics Tested Ur Scn
16181-0	Tricyclics Ur Cfm-mCnc
50543-8	Tricyclics Ur-mCnc
11004-9	Tricyclics Ur Ql
6799-1	Tricyclics Ur Ql IA
19312-8	Tricyclics Ur Ql Scn
3043-7	Trigl Bld-mCnc
70218-3	Trigl Bld-sCnc
12228-3	Trigl Fld-mCnc
29766-3	Trigl Fld-sCnc
55607-6	Trigl/HDLc SerPl-sRto
1644-4	Trigl p 12h fast SerPl-mCnc
30524-3	Trigl p 12h fast SerPl-sCnc
39801-6	Trigl Plr-sCnc
12951-0	Trigl SerPl Calc-mCnc
2571-8	Trigl SerPl-mCnc
28554-4	Trigl SerPl Ql
14927-8	Trigl SerPl-sCnc
14450-1	Trigl Ur-mCnc
17746-9	Trimeprazine SerPl Ql
39482-5	Trimeprazine SerPl-sCnc
7056-5	Trimethoprim Islt Grad strip
513-2	Trimethoprim Islt KB
512-4	Trimethoprim Islt MIC
511-6	Trimethoprim Islt MLC
23614-1	Trimethoprim Islt SlowMyco
11005-6	Trimethoprim SerPl-mCnc
55584-7	Trimethoprim SerPl-sCnc
18997-7	Trimethoprim Susc Islt
514-0	Trimethoprim Titr SBT
17747-7	Trimethoprim Ur-mCnc
4456-0	Trimipramine Dose
4082-4	Trimipramine SerPl Ql
14931-0	Trimipramine SerPl-sCnc
47134-2	Trimipramine Ur-sCnc
46137-6	Tri-Phos Cry #/area UrnS HPF
33020-9	Tri-Phos Cry #/area UrnS LPF
16265-1	Tri-Phos Cry Stone Ql IR
53298-6	Tri-Phos Cry # Ur Comp Assist
5814-9	Tri-Phos Cry UrnS Ql Micro
6465-9	Tri Stn Duod fl
521-5	Troleandomycin Islt KB
520-7	Troleandomycin Islt MIC
519-9	Troleandomycin Islt MLC
18999-3	Troleandomycin Susc Islt
522-3	Troleandomycin Titr SBT
42757-5	Troponin I Bld-mCnc
49563-0	Troponin I SerPl DL<=0.01 ng/mL-mCnc
89579-7	Troponin I SerPl HS-mCnc
10839-9	Troponin I SerPl-mCnc
48425-3	Troponin T Bld-mCnc
48426-1	Troponin T Bld Ql
6597-9	Troponin T BldV-mCnc
67151-1	Troponin T SerPl HS-mCnc
6598-7	Troponin T SerPl-mCnc
35852-3	Trospectinomycin Islt KB
35853-1	Trospectinomycin Islt MIC
6268-7	Trout IgE Qn
16064-8	Trout IgE RAST Ql
7747-9	Trout IgG Qn
21581-4	Trout IgG RAST Ql
7058-1	Trovafloxacin Islt Grad strip
35855-6	Trovafloxacin Islt KB
23643-0	Trovafloxacin Islt MIC
23642-2	Trovafloxacin Susc Islt
6860-1	T rubrum IgE Qn
16061-4	T rubrum IgE RAST Ql
35556-0	T rubrum IgG-mCnc
25424-3	Trypanos Ab Ser IF-aCnc
23533-3	Trypanos Ab Ser Ql
23534-1	Trypanos Ab Ser Ql IF
10729-2	Trypanos Bld Smear
10731-8	Trypanos Bld Thick Film
10732-6	Trypanos Bld Thin Film
10733-4	Trypanos Bld Wet Prep
33669-3	Trypsin Titr Stl
21582-2	Tryptase SerPl-mCnc
51834-0	Tryptase SerPl-sCnc
9325-2	Tryptophan 24h Ur-sCnc
25546-3	Tryptophan 24h Ur-sRate
27135-3	Tryptophan Amn-sCnc
44414-1	Tryptophan/Creat 24h Ur
25994-5	Tryptophan/Creat 24h Ur-sRto
28608-8	Tryptophan/Creat Ur-Rto
3068-4	Tryptophan CSF-mCnc
20659-9	Tryptophan SerPl-sCnc
34384-8	Tryptophan Ur-sCnc
74037-3	TSE Brain Micro
38275-4	TSE Brain Ql Micro
33260-1	TSH 1.5h p TRH SerPl-aCnc
12934-6	TSH 15M p chal SerPl-aCnc
44936-3	TSH 15M pre TRH IV SerPl-aCnc
44935-5	TSH 15M p TRH IV SerPl-aCnc
14998-9	TSH 1h p TRH IV SerPl-aCnc
33259-3	TSH 1h p TRH SerPl-aCnc
50541-2	TSH 20M p TRH SerPl-aCnc
33261-9	TSH 2h p TRH SerPl-aCnc
12940-3	TSH 30M pre chal SerPl-aCnc
14997-1	TSH 30M p TRH IV SerPl-aCnc
33258-5	TSH 30M p TRH SerPl-aCnc
12937-9	TSH 45M p chal SerPl-aCnc
3015-5	TSH Bld-aCnc
14999-7	TSH BS SerPl-aCnc
34054-7	TSH pre/p TRH SerPl-aCnc
15000-3	TSH pre TRH IV SerPl-aCnc
5385-0	TSH Recep Ab Ser-aCnc
57416-0	TSH Recep Ab Ser IA-aCnc
26998-5	TSH Sal-aCnc
3016-3	TSH SerPl-aCnc
11580-8	TSH SerPl DL<=0.005 mIU/L-aCnc
11579-0	TSH SerPl DL<=0.05 mIU/L-aCnc
25789-9	TSH sp1 p chal SerPl-aCnc
50533-9	TSH sp1 SerPl-aCnc
12941-1	TSH sp2 p chal SerPl-aCnc
50534-7	TSH sp2 SerPl-aCnc
12942-9	TSH sp3 p chal SerPl-aCnc
50535-4	TSH sp3 SerPl-aCnc
12943-7	TSH sp4 p chal SerPl-aCnc
50536-2	TSH sp4 SerPl-aCnc
12944-5	TSH sp5 p chal SerPl-aCnc
50537-0	TSH sp5 SerPl-aCnc
12945-2	TSH sp6 p chal SerPl-aCnc
50538-8	TSH sp6 SerPl-aCnc
12946-0	TSH sp7 p chal SerPl-aCnc
50539-6	TSH sp7 SerPl-aCnc
12947-8	TSH sp8 p chal SerPl-aCnc
50540-4	TSH sp8 SerPl-aCnc
12948-6	TSH sp9 p chal SerPl-aCnc
8037-4	T sol adult Ab Ser-aCnc
5375-1	T sol adult Ab Ser IA-aCnc
10719-3	T sol adult Ab Ser IB-aCnc
44804-3	T sol IgG Ser IB-aCnc
16708-0	T sol lar Ab CSF-aCnc
56480-7	T sol lar Ab CSF Ql IA
7850-1	T sol lar Ab Ser-aCnc
5120-1	T sol lar Ab Ser HA-aCnc
22238-0	T sol lar Ab Ser Ql
56984-8	T sol lar Ab Ser Ql IA
9600-8	T sol lar Ab Ser Ql IB
25389-8	T sol lar IgG Ser IA-aCnc
6374-3	T sol lar IgG Ser Ql IB
16706-4	T sol lar IgM CSF-aCnc
7848-5	T sol lar IgM CSF Ql
16707-2	T sol lar IgM Ser-aCnc
7849-3	T sol lar IgM Ser Ql
8042-4	T spiralis Ab Ser-aCnc
41426-8	T spiralis Ab Ser IA-aCnc
22595-3	T spiralis Ab Ser Ql
19253-4	T spiralis Ab Ser Ql IA
17732-9	T spiralis Ab Ser Ql LA
22596-1	T spiralis Ab Titr Ser
25993-7	T spiralis Ab Titr Ser IF
5395-9	T spiralis Ab Titr Ser LA
87985-8	T spiralis DNA Tiss Ql NAA+probe
17733-7	T spiralis IgA Ser Ql
13922-0	T spiralis IgA Ser Ql IA
17734-5	T spiralis IgG Ser-aCnc
25423-5	T spiralis IgG Ser IA-aCnc
8043-2	T spiralis IgG Ser Ql
6563-1	T spiralis IgG Ser Ql IA
53387-7	T spiralis IgG Titr Ser
52979-2	T spiralis IgG Titr Ser IF
17735-2	T spiralis IgM Ser Ql
13923-8	T spiralis IgM Ser Ql IA
23499-7	T spiralis Tiss Ql Micro
21032-8	TT Bld-Imp
5955-0	TT Cont PPP
53023-8	tTG Ab Ser Ql
31017-7	tTG IgA Ser-aCnc
46128-5	tTG IgA Ser IA-aCnc
35285-6	tTG IgA Ser Ql
35280-7	tTG IgA Ser Ql IA
32998-7	tTG IgG Ser-aCnc
56537-4	tTG IgG Ser IA-aCnc
53026-1	tTG IgG Ser Ql
35880-4	tTG IgM Ser-aCnc
33525-7	TT imm NP PPP
11276-3	Tubular Cells UrnS Ql Micro
76149-4	TUL Islt MIC
39547-5	Tuna IgE/IgE total %
6270-3	Tuna IgE Qn
16065-5	Tuna IgE RAST Ql
7749-5	Tuna IgG Qn
19047-0	Tuna IgG RAST Ql
33326-0	Turbidity Amn Ql
20512-0	Turbidity CSF Ql
20627-6	Turbidity Ur Ql
55608-4	Turkey Feather IgE Ql
7753-7	Turkey Feather IgE Qn
21584-8	Turkey Feather IgE RAST Ql
56409-6	Turkey IgG4-mCnc
40845-0	Turkey Meat IgE/IgE total %
6271-1	Turkey Meat IgE Qn
16066-3	Turkey Meat IgE RAST Ql
31978-0	T vaginalis Ag Genital Ql
6566-4	T vaginalis Ag Genital Ql IA
69937-1	T vaginalis DNA Spec Ql NAA+probe
6565-6	T vaginalis Genital Ql Wet Prep
5813-1	T vaginalis UrnS Ql Micro
14368-5	T vaginalis Urth Ql Wet Prep
14367-7	T vaginalis Vag Ql Wet Prep
6267-9	T viride IgE Qn
16059-8	T viride IgE RAST Ql
30071-5	T viride IgG Ser-aCnc
29846-3	TVTV Ab Titr Ser
42534-8	T vulgaris Ab CSF Ql
19761-6	T vulgaris IgG Ser Ql
42536-3	T whipplei DNA CSF Ql NAA+probe
35856-4	Tylosin Islt KB
35857-2	Tylosin Islt MIC
25995-2	Tyrosine 24h Ur-sCnc
25547-1	Tyrosine 24h Ur-sRate
30069-9	Tyrosine Amn-sCnc
44415-8	Tyrosine/Creat 24h Ur
56994-7	Tyrosine/Creat 24h Ur-Rto
30054-1	Tyrosine/Creat Ur-Rto
22685-2	Tyrosine/Creat Ur-sRto
53119-4	Tyrosine Cry #/area UrnS HPF
33021-7	Tyrosine Cry #/area UrnS LPF
53304-2	Tyrosine Cry # Ur Comp Assist
5815-6	Tyrosine Cry UrnS Ql Micro
22642-3	Tyrosine CSF-sCnc
35571-9	Tyrosine DBS-sCnc
3079-1	Tyrosine SerPl-mCnc
20660-7	Tyrosine SerPl-sCnc
22739-7	Tyrosine Spec-sCnc
3080-9	Tyrosine Ur-mCnc
26966-2	Tyrosine Ur-sCnc
32187-7	Tzanck Smear Skin
45043-7	Tzanck Smear Spec
53032-9	U1 snRNP70 Ab Ser Ql
54032-8	U1 snRNP-A Ab Ser Ql
53022-0	U1 snRNP Ab Ser Ql
54023-7	U1 snRNP-C Ab Ser Ql
33983-8	U1 snRNP IgG Ser-aCnc
1324-3	U Ab SerPl Donr Ql
24357-6	UA Dipstick Pnl Ur
50556-0	UA dipstick Pnl Ur Strip.auto
1327-6	U Ag RBC Donr Ql
24365-9	UA Microscopic Pnl UrnS
27923-2	Ubiquinone10 SerPl-mCnc
11204-5	U chartarum IgE Qn
16069-7	U chartarum IgE RAST Ql
34288-1	u Estradiol 24h Ur-sCnc
34290-7	u Estradiol/Creat Ur-sRto
34289-9	u Estradiol Ur-sCnc
3275-5	UFH 24h Ur-mRate
80892-3	UFH Bld HPT-aCnc
66483-9	UFH PPP-aCnc
3274-8	UFH PPP Chro-aCnc
3273-0	UFH PPP clot-aCnc
25154-6	Unident Crys #/area UrnS HPF
5783-6	Unident Crys UrnS Ql Micro
80398-1	Unique ID Current sample
